id,title,category,sub_category,caption,location,pages,description,keywords,dateNormalized,date,medium,size,creator,collection,provenance
TMI04563-002,"Ticket for Egyptian Theatre, Streets of Cairo",memorabilia,tickets,,"East Miday, North West",,Admission ticket to the Egyptian Theater at the Streets of Cairo. Printed on green-gray paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-003,Ticket for Edison's Wargraph,memorabilia,tickets,,"North Midway, South East",,Admission ticket to Edison's Wargraph. Printed on red paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-004,Child's Ticket for Ostrich Farm,memorabilia,tickets,,"North Midway, North",,Child admission ticket to the Ostrich Farm. Printed on cream paper with black text and blue underlay image.,,,,printed,,,,Omaha Public Library
TMI04563-005,"Child's Ticket for The Flying Lady, Moorish Village",memorabilia,tickets,,"East Midway, South West",,Child admission ticket  to The Flying Lady in the Moorish Village. Printed on cream paper with black text and blue underlay image.,,,,printed,,,,Omaha Public Library
TMI04563-006,Ticket for One View of the Mammoth Whale,memorabilia,tickets,,"East Midway,  South East",,Admission ticket for one view of the Mammoth Whale. Printed on Cream paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-007,Ticket for a Reserved Seat at the Great Omaha Wild West show,memorabilia,tickets,,"North Midway, North East",,Admission ticket for reserved seat at Great Omaha Wild West show. Printed on cream paper with black text and blue underlay image.,,,,printed,,,,Omaha Public Library
TMI04563-008,"Ticket for The Flying Lady, Moorish Village",memorabilia,tickets,,"East Midway, South West",,Admission ticket for The Flying Lady in the Moorish Village. Printed on pink paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-009,"Ticket for Sham Battle, Indian Congress",memorabilia,tickets,,Indian Congress,,Admission ticket for Sham Battle at the Indian Congress. Printed on red paper with black text.,"indian congress,sham battle,attraction",,,printed,,,,Omaha Public Library
TMI04563-010,Child's Ticket for the California Mining Tunnel,memorabilia,tickets,,"North Midway, North West",,Child admission ticket for California Mining Tunnel. Printed on cream paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-011,"Concessions Stock Ticket, 5 cent value",memorabilia,tickets,,,,Concessions stock ticket with 5 cent value. Printed on green paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-012,"Ticket for Moorish Palace, Moorish Village",memorabilia,tickets,,"East Midway, South West",,Admission ticket to Moorish Palace at Moorish Village. Printed on white paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-013,Press Pass,memorabilia,tickets,,,,"Blank press pass for admission into exposition. Signed by John A. Wakefield, Secretary.",,,,printed,,,,Omaha Public Library
TMI04563-014,"Concessions Stock Ticket, 10 cent value",memorabilia,tickets,,,,Concessions stock ticket with 10 cent value. Printed on cream paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-015,Ticket for Streets of Cairo,memorabilia,tickets,,"East Midway, North West",,Admission ticket to Streets of Cairo. Printed on red paper with black printing.,,,,printed,,,,Omaha Public Library
TMI04563-016,Ticket for One Ride at the Street of all Nations,memorabilia,tickets,,"North Midway, North West",,Admission ticket good for one ride at Streets of all Nations. Printed on green paper with black text and beige underlay image.,,,,printed,,,,Omaha Public Library
TMI04563-017,Ticket for One Trip on Lagoon Transportation,memorabilia,tickets,,Grand Court,,Admission good for one trip on Lagoon Transportation. Printed on red paper with black print.,,,,printed,,,,Omaha Public Library
TMI04563-018,"Concessions Stock Ticket, 15 cent value",memorabilia,tickets,,,,Concessions stock ticket with 15 cent value. Printed on cream paper with black text and red underlay image.,,,,printed,,,,Omaha Public Library
TMI04563-019,"Ticket for War Dance, Indian Congress",memorabilia,tickets,,Indian Congress,,Admission ticket to War Dance at Indian Congress. Printed on yellow paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-020,Adult Ticket for Chinese Theatre,memorabilia,tickets,,"North Midway, South",,Adult admission ticket to Chinese Theatre. Printed on red paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-021,Child's Ticket for Edison's Wargraph,memorabilia,tickets,,"North Midway, East",,Child admission ticket to Edison's Wargraph. Printed on cream paper with black text and red underlay image.,,,,printed,,,,Omaha Public Library
TMI04563-022,Child's Ticket for Omaha Chute Co.,memorabilia,tickets,,"North Midway, East",,Child admission ticket to Omaha Chute Co. Printed on cream paper with black text and blue underlay stripe.,,,,printed,,,,Omaha Public Library
TMI04563-023,Ticket for One Whirl on the Haunted Swing,memorabilia,tickets,,"North Midway, West",,Admission ticket for One Whirl on Haunted Swing. Printed on cream paper with black text and blue underlay image.,,,,printed,,,,Omaha Public Library
TMI04563-024,"Concessions Stock Ticket, 10 cent value",memorabilia,tickets,,,,Concessions stock ticket with 10 cent value. Printed on cream paper with black text and red underlay image.,,,,printed,,,,Omaha Public Library
TMI04563-025,"Child's Ticket for Monitor and Merrimac, Cyclorama",memorabilia,tickets,,"North Midway, North",,Child admission ticket to Monitor and Merrimac at the Cyclorama. Printed on cream paper with black text and brown underlay image.,,,,printed,,,,Omaha Public Library
TMI04563-026,Ticket for Hagenback's Wild Animal Show Arena,memorabilia,tickets,,"North Midway, North",,Admission ticket to Hagenback's Wild Animal Show arena. Printed on yellow paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-027,"Child's Ticket for Illusion Palace, Moorish Village",memorabilia,tickets,,"East Midway, South West",,Child admission ticket to Illusion Palace in Moorish Village. Printed on Green paper with black text and blue underlay image.,,,,printed,,,,Omaha Public Library
TMI04563-028,"Ticket for Onyx Soda Fountain Co., 5 cent value",memorabilia,tickets,,,,Onyx Soda Fountain Co. ticket with 5 cent value. Printed on cream paper with black text and blue underlay image.,,,,printed,,,,Omaha Public Library
TMI04563-029,Child's Ticket for One Ride on Lagoon Transportation,memorabilia,tickets,,Grand Court,,Child Admission ticket to Lagoon Transportation. Printed on red paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-030,Ticket fpr Chamber of Horrors,memorabilia,tickets,,"East Midway, South West",,Admission ticket to Chamber of Horrors. Printed on blue paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-031,Ticket for One Ride on the Caroussel,memorabilia,tickets,,Unidentified (Midway),,Ticket for one ride on the Caroussel. Printed on blue paper with black text and red underlay image.,,,,printed,,,,Omaha Public Library
TMI04563-032,Child's Ticket for Hagenback's Wild Animal Show,memorabilia,tickets,,"North Midway, North",,Child Admission ticket to Hagenback's Wild Animal Show. Printed on yellow paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-033,Ticket for Trans-Mississippi and International Exposition,memorabilia,tickets,,,,Admission ticket to Exposition. Printed on yellow paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-034,"Ticket for Indian Attractions, 25 cent value",memorabilia,tickets,,Indian Congress,,"Adult admission ticket to Indian Attractions, with 25 cent value. Printed on red paper with black text.",,,,printed,,,,Omaha Public Library
TMI04563-035,Ticket for Trans-Mississippi and International Exposition,memorabilia,tickets,,,,Admission ticket to Exposition. Printed on yellow paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-036,"Concessions Stock Ticket, 25 cent value",memorabilia,tickets,,,,Concessions stock ticket with 25 cent value. Printed on white paper with black text and red underlay image.,,,,printed,,,,Omaha Public Library
TMI04563-037,Ticket for French Moving Pictures,memorabilia,tickets,,Unidentified,,Admission ticket to French Moving Pictures. Printed on white paper with black text and red stripes.,,,,printed,,,,Omaha Public Library
TMI04563-038,"Ticket for Trans-Mississippi and International Exposition, Omaha",memorabilia,tickets,,,,Admission ticket to Exposition. Printed on red paper with black text. Top right corner torn off and reattached with tape.,,,,printed,,,,Omaha Public Library
TMI04563-039,"Ticket for Trans-Mississippi and International Exposition; Pass Gate, Viaduct Entrance",memorabilia,tickets,,"East Midway, North West",,"Admission ticket to Exposition via pass gate, viaduct entrance. Printed on white paper with black text and number stamp in red ink. ",,,,printed,,,,Omaha Public Library
TMI04563-040,Ticket for Auditorium,memorabilia,tickets,,"Grand Court, South East",,Admission ticket to Auditorium. Printed on cream paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-041,Special Child's Ticket for Trans-Mississippi and International Exposition,memorabilia,tickets,,,,Child admission ticket to Exposition. Printed on Blue paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-042,"Child's Ticket for Indian Attractions, 15 cent value",memorabilia,tickets,,Indian Congress,,Child admission ticket to Indian Attractions at Indian Congress with 15 cent value. Printed on blue paepr with black text. Bottom left and right corners torn off.,,,,printed,,,,Omaha Public Library
TMI04563-043,Ticket for Trans-Mississippi and International Exposition,memorabilia,tickets,,,,Admission ticket to exposition. Printed on Cream paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-044,Ticket for German Village,memorabilia,tickets,,"East Midway, East",,Admission Ticket to German Village. Printed on cream paper with black text and brown underlay image.,,,,printed,,,,Omaha Public Library
TMI04563-045,Ticket for Street of All Nations,memorabilia,tickets,,"North Midway, North West",,Admission ticket to Streets of All Nations. Printed on orange paper with black text and blue underlay image.,,,,printed,,,,Omaha Public Library
TMI04563-046,"Concessions Stock Ticket, 25 cent value",memorabilia,tickets,,,,Concessions Stock Ticket with 25 cent value. Printed on cream paper with black text and red underlay image.,,,,printed,,,,Omaha Public Library
TMI04563-047,Ticket for Ostrich Farm,memorabilia,tickets,,"North Midway, North",,Admission ticket to Ostrich Farm. Printed on cream paper with black text and blue underlay image.,,,,printed,,,,Omaha Public Library
TMI04563-048,Ticket for Old English Couny Fair,memorabilia,tickets,,Unidentified Location,,Admission ticket to Old English County Fair. Printed on red paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-049,Child's Ticket for Great Omaha Wild West show,memorabilia,tickets,,"North Midway, North",,Child admission ticket to Wild West show. Printed on red paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-050,Ticket for Hawaiian Theatre,memorabilia,tickets,,,,Admission ticket to Hawaiian Theater. Printed on cream paper with black text and blue stripes.,,,,printed,,,,Omaha Public Library
TMI04563-051,Child's Ticket for German Village,memorabilia,tickets,,"East Midway, East",,Child admission ticket to  German Village. Printed on cream paper with black text and blue underlay image.,,,,printed,,,,Omaha Public Library
TMI04563-052,Ticket for One Ride in Streets of Cairo,memorabilia,tickets,,"East Midway, North West",,Admission ticket to Streets of Cairo. Printed on gray paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-053,Child's Ticket for See-Saw,memorabilia,tickets,,"North Midway, North East",,Child admission ticket to the See-Saw. Printed on green paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-054,Ticket for Giant See-Saw,memorabilia,tickets,,"North Midway, North East",,"Admission to Giant See-Saw. Text reads: ""Good for one saw."" Printed on cream paper with black text.",,,,printed,,,,Omaha Public Library
TMI04563-055,"Ticket for Joss House, Chinese Village",memorabilia,tickets,,"North Midway, North",,Admission ticket to Chinese Village. Printed on red paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-056,"Child's Ticket for Moorish Palace, Moorish Village",memorabilia,tickets,,"East Midway, South West",,Child Admission ticket to Moorish Palace in Moorish Village. Printed on blue paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-057,Ticket for Clifford's Chicago Casino,memorabilia,tickets,,"East Midway, West",,Admission ticket to Clifford's Chicago Casino. Printed on cream paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-058,Ticket for One Ride in Streets of Cairo,memorabilia,tickets,,"East Midway, North West",,Admission ticket to Streets of Cairo. Printed on gray paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-059,Ticket for Old Plantation,memorabilia,tickets,,"East Midway, North East",,Admission ticket to Old Plantation. Printed on red paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-060,"Ticket for U.S. vs. Spain, Havana and the Maine",memorabilia,tickets,,"North Midway, West",,"Admission ticket to U.S. vs. spain, Havana and the Maine. Printed on yellow paper with black text and brown underlay image.",,,,printed,,,,Omaha Public Library
TMI04563-061,"Child's Ticket for Mirror Maze, Moorish Village",memorabilia,tickets,,"East Midway, West",,Child admission ticket to Mirror Maze of Moorish Village. Printed on cream paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-062,"Concessions Stock Ticket, 5 cent value",memorabilia,tickets,,,,Concessions stock ticket with 5 cent value. Printed on gray paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-063,"Ticket for The Parthenon Theatre, Streets of All Nations",memorabilia,tickets,,"North Midway, North West",,Admission ticket to the Parthenon Theater at the Streets of All Nations. Printed on cream paper with black text and blue underlay image.,,,,printed,,,,Omaha Public Library
TMI04563-064,"Ticket for Japanese Tea Garden, 10 cent value",memorabilia,tickets,,"East Midway, South East",,Admission ticket to Japanese Tea Garden. Good for 10 cents. Printed on yellow paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-065,"Ticket for The Great Painting, The Fall of Babylon",memorabilia,tickets,,"North Midway, South East",,Admission ticket to The Great Painting - The Fall of Babylon. Printed on cream paper with black text. ,,,,printed,,,,Omaha Public Library
TMI04563-066,Press Pass,memorabilia,tickets,,,,"Blank press pass for admission into exposition. Signed by John A. Wakefield, Secretary.",,,,printed,,,,Omaha Public Library
TMI04563-067,Ak-Sar-Ben Pass,memorabilia,tickets,,"North Midway, North West",,Knights of Ak-Sar-Ben pass issued to Lewis S. Reed for entrance into the Old Plantation. Printed on white paper with blue text. Name written in pencil.,,,,printed,,,,Omaha Public Library
TMI04563-068,Press Pass,memorabilia,tickets,,,,"Blank press pass for admission into exposition. Signed by John A. Wakefield, Secretary.",,,,printed,,,,Omaha Public Library
TMI04563-069,Pass for Trans-Mississippi and International Exposition,memorabilia,tickets,,,,Exposition admission pass. ,,,,printed,,,,Omaha Public Library
TMI04563-070,Ticket for Auditorium,memorabilia,tickets,,"Grand Court, South East",,Admission ticket to Auditorium. Printed on cream paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-071,Ticket for Trans-Mississippi and International Exposition,memorabilia,tickets,,,,Admission ticket to exposition. Printed on Cream paper with black text. Top right and left corners torn off. Top right corner reattached with tape.,,,,printed,,,,Omaha Public Library
TMI04563-072,Child's Ticket for Trans-Mississippi and International Exposition,memorabilia,tickets,,,,Child admission ticket to exposition. Printed on yellow paper with black text.,,,,printed,,,,Omaha Public Library
TMI04563-073,Night Ticket for Trans-Mississippi and International Exposition,memorabilia,tickets,,,,Admission ticket to Exposition. Printed on red paper with black text. ,,,,printed,,,,Omaha Public Library
TMI04563-074,Sleeping Permit,memorabilia,tickets,,,,Blank Sleeping Permit. Pages 1 and 4.,,,,printed,,,,Omaha Public Library
TMI04563-075,Sleeping Permit,memorabilia,tickets,,,,Blank Sleeping Permit. Pages 2 and 3.,,,,printed,,,,Omaha Public Library
TMI04563-076,List of Souvenir Passes,memorabilia,tickets,,,,"List of types of passes issued, meant to accompany souvenir collection.",,,,printed,,,,Omaha Public Library
TMI04563-078,Souvenir Collections,memorabilia,tickets,,,,"Text reads: Souvenir Collections, showing various forms of admissions to exposition grounds and features, June 1st to Nov. 1st, 1898.",,,,printed,,,,Omaha Public Library
TMI04564,"Daily program for Wednesday, October 19th",memorabilia,ephemera,,,,"Program for Wednesday, October 19, 1898, Nebraska Day, Lead and Zinc Day, Live Stock Men's Day, Live Stock Show, Indian Congress. Activities include live stock exhibit, Omaha Concert Band, Battleship Illinois, fire horses hitched by electricity, Innes and his band, U.S. Signal Corps, U.S. Life Saving Exhibit, Indian War Dance, War Balloon Ascension, and fireworks. 1 sheet previously folded in half",,1898-10-19,19 October 1898,printed,12 x 9 1/8 in.,,,Omaha Public Library
TMI04565,Trans-Mississippi and International Exposition,memorabilia,scrapbooks,,,15,"Scrapbook of clippings of the Trans-Mississippi and International Exposition. Clippings previously mounted on scrapbook pages. Inclues program pages and news articles from Boston Evening Transcript; World Herald. Subjects include The Fountain of Nautilus, souvenir coins, and comemorative postage stamps.",,,,"newsprint, printed",9 x 12 in.,,,Omaha Public Library
TMI04567,Official Map of the Grounds,memorabilia,news clippings,,,,"Map of Trans-Mississippi Exposition printed in the Omaha Daily Bee, Wednesday June 1, 1898.",,1898-06-01,1 June 1898,newsprint,8 3/4 x 11 9/16 in.,,,Omaha Public Library
TMI04568,United States Stamp for Special Tax - Internal Revenue,memorabilia,stock certificates,,,,Stamp certificate for special tax issued by Internal Revenue Service in the amount of $100. Dated July 1898 - June 1899. 1 sheet previously folded in quarters.,,1898-07-01,1 July 1898,printed,11 5/8 x 7 1/4 in.,,,Omaha Public Library
TMI04569,Letter from John Wakefield Regarding Stock Certificates,memorabilia,correspondence,,,2,"Letter to Lewis S. Reed from John A. Wakefield regarding receipt of a set of ""Notices of Assessment"" in Stock Sub #6581 to be donated to Omaha Public Library. 1 sheet previously folded in twelfths; typed transcription.",,1899-02-07,7 February 1899,manuscript; typescript,8 1/2 x 10 15/16 in.; Transcript 8 1/2 x 5 1/2 in.,"Wakefield, John A.",Donations to OPL,Omaha Public Library
TMI04570,Donation of lease from the Earl of Berks dated 1693,memorabilia,correspondence,,,,Letter to Robert S. Oberfelder from Secretary of Omaha Public Library acknowledging receipt with thanks of lease from Earl of Berks to Gyles aBaily and Mary Smyth dated 1693 and written on parchement;  1 sheet previously folded in thirds.,,1899-03-13,13 March 1899,typescript,8 x 10 1/2 in.,,Donations to OPL,Omaha Public Library
TMI04571,Donation of illustrations by John A. Wakefield,memorabilia,correspondence,,,,"Letter to John W. Wakefield from the secretary of the Omaha Public Library Board regarding a resolution of thanks passed and recorded in the minutes of their last meeting for the donation of fine art pictures.  Illustrations include: ""Fichermans Departure,"" by Louis Paul Dessur; ""Abandoned on New England Coast,"" by Charles H. Davis; ""Opal,"" by Robert Reid; ""Moonrise and Mist,"" by S. E. Whitteman; ""Girl Herding Cows,"" by E. I. Conse; and ""Moonrise Off Cape Ann,"" by L. H. Meakin."" 1 sheet previously folded in thirds.",,1899-03-13,13 March 1899,typescript,8 x 10 1/2 in.,,Donations to OPL,Omaha Public Library
TMI04572,Donation of Shell Collection,memorabilia,correspondence,,,2,"Letter stating that the Omaha Woman's Club will retain $30 for expenses possibly incident to the returning of the Underwood shell collection on temporary display at the Omaha Public Library. Signed by Harriet C. Towne, Mary I. Creigh, Laura Scott, and Edith Tobitt.  1 sheet previously folded in quarters.  Typed transcription. ",,1899-05-23,23 May 1899,manuscript; typescript,4 3/8 x 6 7/8 in.  Transcription 8 1/2 x 5 1/2 in.,"Towne, Harriet C.; Creigh, Mary I.; Scott, Laura",Donations to OPL,Omaha Public Library
TMI04573,Receipt of Underwood Shell Collection,memorabilia,correspondence,,,2,Notecard. Receipt of Mrs. Nathan Underwood collection of shells and curios for display at the Omaha Public Library for 1 year. 1 sheet previously folded in half.  Typed transcription.,,1899-05-26,26 May 1898,manuscript; typescript,5 1/2 x 8 1/2 in.  Transcription 8 1/2 x 5 1/2 in.,"Tobitt, Edith",Donations to OPL,Omaha Public Library
TMI04574,Offer to Sell Minerals,memorabilia,correspondence,,,2,"Letter to John A Wakefield from J. G. Hiestand. Offer to sell minerals from his collection at a reduced rate, for donation to the Omaha Public Library. 1 sheet previously folded in 25ths; typed transcription.",,1900-02-23,23 February 1900,manuscript; typescript,8 1/8 x 10 3/8 in.  Transcription 8 1/2 x 5 1/2 in,"Hiestand, J. G.",Donations to OPL,Omaha Public Library
TMI04575,Mineral Collection,memorabilia,correspondence,,,4,"Letter to John A. Wakefield from J. G. Hiestand acknowledging receipt of payment for mineral collection. Includes list of specimens purchased by the Trans-Mississippi and International Exposition committee from J. G. Hiestand and donated to the City of Omaha to be displayed at the Omaha Public Library. Mineral collection includes Blue Quartz Malachite, Malachite Azurite, Malachite Bisbee, Amazon Stone, Topaz, and Phenacite. Contains 2 sheets. 1 sheet previously folded in twelfths; typed transcription. 1 sheet previously folded in 25ths with notes on reverse; typed transcription.",,1900-03-17,17 March 1900,manuscript; typescript,8 1/8 x 10 3/8 in.  Transcription 8 1/2 x 6 in.,"Hiestand, J. G.",Donations to OPL,Omaha Public Library
TMI04577,Letter Regarding Donations of Trans-Mississippi Expo Artifacts to Omaha Public Library,memorabilia,correspondence,,,,"Letter to Lewis S. Reed from F. P. Kirkendall. Asks to have a meeting with the Omaha Public Library Board, along with Edward Rosewater and Gurdon W. Wattles, about how best to preserve souvenirs and pictures from the Trans-Mississippi Exposition. 1 sheet previously folded in twelfths.",,1899-12-15,15 December 1899,typescript,8 7/16 x 10 7/8 in.,"Kirkendall, F. P.",Donations to OPL,Omaha Public Library
TMI04578,Letter Regarding illustrations to be Donated to the Omaha Public Library,memorabilia,correspondence,,,,"Letter to Lewis S. Reed from John A. Wakefield regarding donation of fine arts pictures displayed at the Trans-Mississippi Exposition to the City of Omaha, to be displayed within Exposition museum along with other objects of interest at the Omaha Public Library.  1 sheet previously folded in twelfths.",,1899-01-14,14 January 1899,typescript,8 3/8 x 10 15/16 in.,"Wakefield, John A.",Donations to OPL,Omaha Public Library
TMI04579,Letter to John A. Wakefield regarding Mineral Collection,memorabilia,correspondence,,,,"Letter to John A. Wakefield from David L. Day regarding purchase of specimens from Hiestand Mineral Collection, later donated to  Omaha Public Library. 1 sheet previously folded in twelfths. Typescript with handwritten note.",,1900-03-12,12 March 1900,typescript,7 15/16 x 10 9/16 in.,"Day, David L.",Donations to OPL,Omaha Public Library
TMI04580,Donation of Exposition Materials to Omaha Public Library,memorabilia,correspondence,,,2,Letter to Lewis S. Reed from John A. Wakefield requesting storage space within Omaha Public Library building for books and records from the exposition. 1 sheet previously folded in twelfths;  typed transcription.,,1900-03-16,16 March 1900,manuscript; typescript,8 7/16 x 11 in.  Transcription 8 1/2 x 5 in.,"Wakefield, John A.",Donations to OPL,Omaha Public Library
TMI04581,Letter Regarding Donation of Fine Arts Pictures to Omaha Public LIbrary,memorabilia,correspondence,,,,Letter to John A. Wakefield from Lewis S. Reed regarding donation of pictures from the Trans-Mississippi & International Exposition to the City of Omaha. States intention to fit up third floor of Omaha Public Library building to commemorate the exposition. One room will be an art gallery; one room will serve as a musueum. 1 sheet previously folded in twelfths.,,1899-01-16,16 January 1899,typescript,8 1/4 x 10 13/16 in.,"Reed, Lewis S.",Donations to OPL,Omaha Public Library
TMI04582,Letter Regarding Donation of Mineral Collection,memorabilia,correspondence,,,2,Letter from John A. Wakefield regarding donation of  mineral specimens comprised in the Hiestand Collection of Minerals to the Omaha Public Library. 1 sheet previously folded in thirds; Typed transcription.,,1900-03-19,19 March 1900,manuscript; typescript,8 1/2 x 11 in.,"Wakefield, John A.",Donations to OPL,Omaha Public Library
TMI04583,"Donation of Trans-Mississippi Postage Stamps, Postal Cards, Stock Papers, and Guide Book to Omaha Public Library",memorabilia,correspondence,,,,"Letter of receipt from John A. Wakefield regarding donation of a full set of Trans-Mississippi postage stamps, postal cards, stock papers, and guide book to Omaha Public Library. 1 sheet previously folded in thirds.",,1899-03-13,13 March 1899,typescript,8 x 10 1/2 in.,"Wakefield, John A.",Donations to OPL,Omaha Public Library
TMI04584,Commutation Ticket,memorabilia,tickets,,,2,"Commutation ticket. 1 sheet previously folded in half; tickets attached. First page is interior of ticket booklet. Contains photo of man with moustache wearing hat, coat, and bow tie and holding a card printed with the number 3058, and four exposition admission tickets, each printed on blue paper with black text, and numbered sequentially. Second page is exterior of ticket booklet, belonging to 3058 D. Printed on white stock with black text.",,1898-06-01,1 June 1898,printed,2 1/8 x 8 1/4 in.,,,Omaha Public Library
TMI04585,"""Daily Hint for Leap Year Girl: Exhibit 14""",memorabilia,news clippings,,,2,"Newpaper article from February 26, 1908. Recto and verso of clipping. 1 article previously folded. Recto features illustration of a man standing on a ""For Rent"" sign. Real estate listings on verso.",,1908-02-26,26 February 1908,newsprint,2 5/8 x 10 3/8 in.,"George, J. E.",,Omaha Public Library
TMI04586,Admission Pass,memorabilia,tickets,,,2,"Pass for Exhibition; George, J. E. 1 pass previously folded in half. Page one is Interior of ticket booklet issued to J. E. George. Contains photo of George wearing hat, coat, and bow tie and holding a card printed with the number 288. Conditions of use listed, along with signature of J. George. Page two is Exterior of ticket booklet issued to J.E. George by the Exhibits Depatment.",,1898-06-01,1 June 1898,printed,2 5/8 x 8 1/4 in.,,,Omaha Public Library
TMI04587,"Souvenir Program, Peace Jubilee",memorabilia,ephemera,,,8,"Peace Jubilee booklet. Bound by satin ribbon within transparent paper cover. Includes programs for Mayors' Day, Monday, Ocotober 10; Governors' Day, Tuesday, October 11; President's Day, Wednesday, October 12; Civil Government Day, Friday, October 14; and Children's Jubilee Day, Saturday October 15. Includes photographs and illustrations.",,1898-10-10,10 October 1898,printed,8 3/8 x 10 in.,,,Omaha Public Library
TMI04588,"Color Photographs of the Trans-Mississippi and International Exposition, Omaha, Nebraska",memorabilia,souvenir books,,,16,"Mounted photograph book containing 12  AAC color photographs by F. A. Rinehart. Photographs include: Grand Court, Looking West; Government Building; Nebraska Building; Horticultural Building; Agricultural Building; Mines Building; Neptune's Fountain; The Midway, The Rialto; The Midway--East Avenue; South Facade, Agriculture Building; East End of Grand Court; and Night Illumination of Grand Court. Printed by the Detroit Photographic Company.",,1898-06-01,1 June 1898,printed; photographs,13 3/4 x 9 5/8 in.,"Rinehart, F. A.",,Omaha Public Library
TMI04589,Statement and Report of Admissions,memorabilia,administrative documents,,,16,Attendance and financial accounts ledger from Exposition. Accounts recorded by date. Cut into sixteenths and mounted on canvas.,,1898-11-01,1 November 1898,manuscript,34 1/2 x 43 1/2 in.,,,Omaha Public Library
TMI04592,Army and Navy Day Program,memorabilia,ephemera,,,,"Program from Army and Navy Day, Thursday, October 13, 1898, during Peace Jubilee Week. Listed activities include: Exercises, Addresses, Lunch, Parades, Ascension of War Balloons, Shame Battle, and Fireworks. Portraits of Army and Navy officials along border, with illustrations of ships and soliders with cannons in the field during battle.",,1898-06-01,1 June 1898,printed,8 7/16 x 10 1/16 in.,,,Omaha Public Library
TMI05013,Trans-Mississippi Exposition at Omaha - Illumination of Grounds at Night,memorabilia,illustrations,"The Trans-Mississippi  Exposition at Omaha--Illumination of the Grounds at Night. Drawn by W. A. Rogers, Special Artist for ""Harper's Weekly"" at the Exposition 1898.","Grand Court, North East",,"Harpers Weekly; Trans-Mississippi grounds. Grand Court at Night, looking west. Liberal and Fine Arts Buildings to the southwest. U.S. Government Building to the west, and Manufactures' building to the north. Light crowd at top of step leading to lagoon. Gondolas and swan boat in lagoon. Framed Print.",,,,Printed,18 1/2 x 14 1/2 in.,"Rogers, W. A.",,Omaha Public Library
TMI05014,North Viaduct to the Midway,memorabilia,illustrations,,"East Midway, North West",,Drawing of North Viaduct on the East Midway. Moorish Village visible in the background. Spectators and performers with camel in foreground. Framed illustrations.,,,,illustrations,22 x 15 in.,"Austen, E. J.",,Omaha Public Library
TMI05015,Map of the Trans-Mississippi and International Exposition,memorabilia,ephemera,,,,Map of exposition. Framed.,,,,Printed,16 x 20 1/4 in.,,,Omaha Public Library
TMI05016,Georgia State Building,memorabilia,illustrations,,"Bluff Tract, South West",,Drawing of Georgia State Building with light crowd. Framed illustrations.,,,,illustrations,22 x 16 in.,"Austen, E. J.",,Omaha Public Library
TMI05018,Liberal Arts Building,memorabilia,illustrations,,"Grand Court, South",,Colorized drawing of Liberal Arts Building with crowd. Framed illustrations.,,,,illustrations,24 x 15 in.,,,Omaha Public Library
TMI05019,Washington State Building,memorabilia,illustrations,,,,Washington State Building. Framed illustrations. Light crowd.,,,,illustrations,25 x 15 1/4 in.,"Austen, E. J.",,Omaha Public Library
TMI05020,Kansas State Building,memorabilia,illustrations,,"Bluff Tract, South East",,Drawing of Kansas State Building with light crowd. Framed illustrations.,,,,illustrations,24 x 15 3/4 in.,"Austen, E. J.",,Omaha Public Library
TMI05022,Loggia,memorabilia,illustrations,,"Grand Court, North West",,Drawing of West Colonnade with view of Fountain of Nautilus and U.S. Government Building. Fairgoers populate the grounds. Framed illustrations.,,,,illustrations,23 1/2 x 17 in.,"Austen, E. J.",,Omaha Public Library
